zeit;stichprobe_n;threads;durchlauf_nr;dauer_gesamt_ms;durchsatz_pat_pro_s;mittel_ms_pro_patient;median_ms_pro_patient;p95_ms_pro_patient;stdabw_ms_pro_patient;anzahl_angefragt;anzahl_ok;anzahl_fehler
11.08.2025 16:53:49.002;100;8;83;40.069;2495.670;1.667;1.289;2.089;2.168;100;100;0
11.08.2025 16:53:49.002;100;8;84;37.702;2652.386;2.324;1.737;2.989;4.065;100;100;0
11.08.2025 16:53:49.002;100;8;85;26.379;3790.851;1.755;1.402;2.692;1.567;100;100;0
11.08.2025 16:53:49.002;100;8;86;37.994;2632.022;1.644;1.343;2.290;1.201;100;100;0
11.08.2025 16:53:49.002;100;8;87;25.400;3937.008;1.592;1.295;2.120;1.401;100;100;0
11.08.2025 16:53:49.002;100;8;88;26.758;3737.144;1.880;1.439;3.461;1.973;100;100;0
11.08.2025 16:53:49.002;100;8;89;27.398;3649.861;1.948;1.356;4.335;2.904;100;100;0
11.08.2025 16:53:49.002;100;8;90;32.163;3109.192;1.928;1.277;1.898;3.483;100;100;0
11.08.2025 16:53:49.002;100;8;91;28.743;3479.060;1.741;1.339;2.021;2.482;100;100;0
11.08.2025 16:53:49.002;100;8;92;36.754;2720.785;2.171;1.343;2.920;3.717;100;100;0
11.08.2025 16:53:49.002;100;8;93;28.552;3502.406;1.738;1.266;2.684;1.875;100;100;0
11.08.2025 16:53:49.002;100;8;94;29.152;3430.332;1.730;1.371;2.193;2.329;100;100;0
11.08.2025 16:53:49.002;100;8;95;29.208;3423.755;1.533;1.285;2.259;0.965;100;100;0
11.08.2025 16:53:49.002;100;8;96;30.903;3235.900;1.338;1.229;1.845;0.382;100;100;0
11.08.2025 16:53:49.002;100;8;97;27.023;3700.606;1.808;1.215;3.638;2.423;100;100;0
11.08.2025 16:53:49.002;100;8;98;22.028;4539.615;1.541;1.299;1.919;1.903;100;100;0
11.08.2025 16:53:49.002;100;8;99;29.510;3388.739;1.438;1.260;2.162;0.659;100;100;0
