zeit;stichprobe_n;threads;durchlauf_nr;dauer_gesamt_ms;durchsatz_pat_pro_s;mittel_ms_pro_patient;median_ms_pro_patient;p95_ms_pro_patient;stdabw_ms_pro_patient;anzahl_angefragt;anzahl_ok;anzahl_fehler
11.08.2025 16:42:11.211;10000;8;0;3457.447;2892.308;2.727;1.683;7.226;4.508;10000;10000;0
11.08.2025 16:42:11.211;10000;8;1;2270.971;4403.403;1.799;1.220;3.171;3.433;10000;10000;0
11.08.2025 16:42:11.211;10000;8;2;2369.831;4219.710;1.883;1.244;3.715;3.343;10000;10000;0
11.08.2025 16:42:11.211;10000;8;3;2356.204;4244.115;1.849;1.202;3.755;3.130;10000;10000;0
11.08.2025 16:42:11.211;10000;8;4;2270.046;4405.197;1.795;1.210;3.642;2.772;10000;10000;0
11.08.2025 16:42:11.211;10000;8;5;2388.977;4185.892;1.900;1.230;4.024;3.615;10000;10000;0
11.08.2025 16:42:11.211;10000;8;6;2484.836;4024.410;1.959;1.253;4.412;3.378;10000;10000;0
11.08.2025 16:42:11.211;10000;8;7;2445.833;4088.587;1.926;1.222;4.023;3.325;10000;10000;0
11.08.2025 16:42:11.211;10000;8;8;2327.548;4296.367;1.850;1.284;3.452;3.200;10000;10000;0
11.08.2025 16:42:11.211;10000;8;9;2285.367;4375.666;1.815;1.171;3.639;3.708;10000;10000;0
11.08.2025 16:42:11.211;10000;8;10;3573.341;2798.501;2.846;1.631;7.924;5.854;10000;10000;0
11.08.2025 16:42:11.211;10000;8;11;2360.663;4236.098;1.874;1.217;4.036;3.152;10000;10000;0
11.08.2025 16:42:11.211;10000;8;12;2411.554;4146.704;1.919;1.270;4.230;3.359;10000;10000;0
11.08.2025 16:42:11.211;10000;8;13;2254.794;4434.995;1.794;1.173;3.497;3.245;10000;10000;0
11.08.2025 16:42:11.211;10000;8;14;2404.046;4159.654;1.879;1.212;4.034;3.634;10000;10000;0
11.08.2025 16:42:11.211;10000;8;15;2335.507;4281.726;1.842;1.213;3.933;2.974;10000;10000;0
11.08.2025 16:42:11.211;10000;8;16;2290.719;4365.441;1.823;1.221;3.830;4.186;10000;10000;0
11.08.2025 16:42:11.211;10000;8;17;2408.897;4151.277;1.917;1.224;3.657;4.060;10000;10000;0
11.08.2025 16:42:11.211;10000;8;18;2434.324;4107.916;1.917;1.230;4.149;3.511;10000;10000;0
11.08.2025 16:42:11.211;10000;8;19;2416.036;4139.012;1.891;1.230;3.832;3.418;10000;10000;0
11.08.2025 16:42:11.211;10000;8;20;2879.636;3472.661;2.290;1.339;6.094;4.375;10000;10000;0
11.08.2025 16:42:11.211;10000;8;21;2967.911;3369.374;2.361;1.377;6.862;4.122;10000;10000;0
11.08.2025 16:42:11.211;10000;8;22;2340.379;4272.813;1.859;1.243;3.823;3.159;10000;10000;0
11.08.2025 16:42:11.211;10000;8;23;2368.292;4222.453;1.882;1.180;3.880;4.339;10000;10000;0
11.08.2025 16:42:11.211;10000;8;24;2395.864;4173.860;1.900;1.237;3.894;3.723;10000;10000;0
11.08.2025 16:42:11.211;10000;8;25;2268.102;4408.972;1.802;1.195;3.620;3.291;10000;10000;0
11.08.2025 16:42:11.211;10000;8;26;2283.708;4378.843;1.818;1.181;3.680;3.276;10000;10000;0
11.08.2025 16:42:11.211;10000;8;27;2291.483;4363.986;1.815;1.229;3.722;3.388;10000;10000;0
11.08.2025 16:42:11.211;10000;8;28;2339.494;4274.428;1.859;1.223;3.758;3.603;10000;10000;0
11.08.2025 16:42:11.211;10000;8;29;2350.824;4253.827;1.870;1.204;3.632;5.457;10000;10000;0
11.08.2025 16:42:11.211;10000;8;30;2905.085;3442.240;2.302;1.279;5.486;7.043;10000;10000;0
11.08.2025 16:42:11.211;10000;8;31;3143.208;3181.464;2.493;1.501;6.776;4.156;10000;10000;0
11.08.2025 16:42:11.211;10000;8;32;2303.390;4341.428;1.833;1.222;3.724;4.274;10000;10000;0
11.08.2025 16:42:11.211;10000;8;33;2406.916;4154.695;1.895;1.254;3.905;2.990;10000;10000;0
11.08.2025 16:42:11.211;10000;8;34;2232.207;4479.871;1.777;1.168;3.764;3.000;10000;10000;0
11.08.2025 16:42:11.211;10000;8;35;2582.144;3872.751;2.027;1.236;3.792;4.327;10000;10000;0
11.08.2025 16:42:11.211;10000;8;36;2263.259;4418.407;1.795;1.197;3.606;2.776;10000;10000;0
11.08.2025 16:42:11.211;10000;8;37;2401.753;4163.625;1.909;1.241;4.323;3.724;10000;10000;0
11.08.2025 16:42:11.211;10000;8;38;2304.429;4339.469;1.831;1.236;3.639;3.223;10000;10000;0
11.08.2025 16:42:11.211;10000;8;39;2274.868;4395.859;1.797;1.176;3.479;3.136;10000;10000;0
11.08.2025 16:42:11.211;10000;8;40;2374.444;4211.513;1.869;1.204;3.197;5.087;10000;10000;0
11.08.2025 16:42:11.211;10000;8;41;3313.964;3017.535;2.637;1.566;7.875;4.320;10000;10000;0
11.08.2025 16:42:11.211;10000;8;42;2646.350;3778.789;2.102;1.278;4.828;4.801;10000;10000;0
11.08.2025 16:42:11.211;10000;8;43;2238.034;4468.208;1.766;1.203;3.453;3.023;10000;10000;0
11.08.2025 16:42:11.211;10000;8;44;2423.997;4125.417;1.923;1.248;3.871;3.935;10000;10000;0
11.08.2025 16:42:11.211;10000;8;45;2375.713;4209.263;1.848;1.208;3.564;3.325;10000;10000;0
11.08.2025 16:42:11.211;10000;8;46;2450.072;4081.512;1.944;1.235;4.133;4.162;10000;10000;0
11.08.2025 16:42:11.211;10000;8;47;2352.025;4251.655;1.873;1.244;4.200;3.328;10000;10000;0
11.08.2025 16:42:11.211;10000;8;48;2418.051;4135.562;1.881;1.219;4.403;3.131;10000;10000;0
11.08.2025 16:42:11.211;10000;8;49;2502.894;3995.375;1.967;1.261;3.896;4.729;10000;10000;0
11.08.2025 16:42:11.211;10000;8;50;2373.361;4213.435;1.881;1.227;3.729;3.360;10000;10000;0
11.08.2025 16:42:11.211;10000;8;51;3321.184;3010.975;2.622;1.426;7.353;5.882;10000;10000;0
11.08.2025 16:42:11.211;10000;8;52;2956.814;3382.018;2.344;1.341;5.677;5.228;10000;10000;0
11.08.2025 16:42:11.211;10000;8;53;2375.970;4208.808;1.874;1.192;3.824;4.617;10000;10000;0
11.08.2025 16:42:11.211;10000;8;54;2646.425;3778.683;2.100;1.274;4.682;4.508;10000;10000;0
11.08.2025 16:42:11.211;10000;8;55;2541.550;3934.608;2.019;1.234;4.327;4.232;10000;10000;0
11.08.2025 16:42:11.211;10000;8;56;2463.073;4059.970;1.942;1.224;4.371;3.327;10000;10000;0
11.08.2025 16:42:11.211;10000;8;57;2442.666;4093.888;1.945;1.243;4.277;4.046;10000;10000;0
11.08.2025 16:42:11.211;10000;8;58;2525.823;3959.105;1.977;1.250;4.455;3.630;10000;10000;0
11.08.2025 16:42:11.211;10000;8;59;2261.603;4421.642;1.777;1.173;3.473;2.938;10000;10000;0
11.08.2025 16:42:11.211;10000;8;60;2517.127;3972.784;2.002;1.256;4.438;3.653;10000;10000;0
11.08.2025 16:42:11.211;10000;8;61;3797.311;2633.443;3.024;1.552;8.117;8.408;10000;10000;0
11.08.2025 16:42:11.211;10000;8;62;2809.054;3559.917;2.192;1.264;4.831;4.700;10000;10000;0
11.08.2025 16:42:11.211;10000;8;63;2565.250;3898.255;2.034;1.255;4.679;3.890;10000;10000;0
11.08.2025 16:42:11.211;10000;8;64;2456.935;4070.112;1.944;1.223;3.938;5.339;10000;10000;0
11.08.2025 16:42:11.211;10000;8;65;2481.641;4029.591;1.946;1.221;4.177;3.456;10000;10000;0
11.08.2025 16:42:11.211;10000;8;66;2463.240;4059.694;1.939;1.263;4.183;3.267;10000;10000;0
11.08.2025 16:42:11.211;10000;8;67;2585.832;3867.227;2.053;1.234;4.446;4.457;10000;10000;0
11.08.2025 16:42:11.211;10000;8;68;2594.943;3853.650;2.051;1.289;4.485;3.712;10000;10000;0
11.08.2025 16:42:11.211;10000;8;69;2476.062;4038.671;1.961;1.223;3.418;4.502;10000;10000;0
11.08.2025 16:42:11.211;10000;8;70;2294.123;4358.965;1.808;1.222;3.531;3.499;10000;10000;0
11.08.2025 16:42:11.211;10000;8;71;3806.735;2626.923;3.012;1.610;8.190;6.268;10000;10000;0
11.08.2025 16:42:11.211;10000;8;72;2323.687;4303.506;1.834;1.225;3.527;4.114;10000;10000;0
11.08.2025 16:42:11.211;10000;8;73;2522.361;3964.540;1.980;1.231;4.142;4.560;10000;10000;0
11.08.2025 16:42:11.211;10000;8;74;2483.464;4026.633;1.960;1.286;4.275;3.449;10000;10000;0
11.08.2025 16:42:11.211;10000;8;75;2473.692;4042.541;1.964;1.208;4.188;3.816;10000;10000;0
11.08.2025 16:42:11.211;10000;8;76;2723.464;3671.795;2.165;1.257;4.549;4.929;10000;10000;0
11.08.2025 16:42:11.211;10000;8;77;3243.824;3082.781;2.457;1.421;5.529;5.291;10000;10000;0
11.08.2025 16:42:11.211;10000;8;78;2555.332;3913.386;1.994;1.281;4.469;3.392;10000;10000;0
11.08.2025 16:42:11.211;10000;8;79;2342.269;4269.365;1.814;1.194;3.535;3.154;10000;10000;0
11.08.2025 16:42:11.211;10000;8;80;2275.535;4394.572;1.787;1.174;3.571;3.810;10000;10000;0
11.08.2025 16:42:11.211;10000;8;81;3381.099;2957.618;2.690;1.579;7.554;4.460;10000;10000;0
11.08.2025 16:42:11.211;10000;8;82;2273.730;4398.061;1.806;1.210;4.539;2.460;10000;10000;0
11.08.2025 16:42:11.211;10000;8;83;2431.149;4113.282;1.936;1.224;4.360;3.409;10000;10000;0
11.08.2025 16:42:11.211;10000;8;84;2325.738;4299.711;1.850;1.217;3.868;3.279;10000;10000;0
11.08.2025 16:42:11.211;10000;8;85;2416.803;4137.698;1.919;1.228;4.077;3.336;10000;10000;0
11.08.2025 16:42:11.211;10000;8;86;2295.761;4355.855;1.817;1.198;3.483;3.328;10000;10000;0
11.08.2025 16:42:11.211;10000;8;87;2746.241;3641.341;2.183;1.316;4.529;5.101;10000;10000;0
11.08.2025 16:42:11.211;10000;8;88;2745.555;3642.251;2.159;1.267;5.199;4.542;10000;10000;0
11.08.2025 16:42:11.211;10000;8;89;2706.938;3694.211;2.151;1.310;4.551;4.900;10000;10000;0
11.08.2025 16:42:11.211;10000;8;90;3553.035;2814.495;2.812;1.707;7.786;5.028;10000;10000;0
11.08.2025 16:42:11.211;10000;8;91;2341.856;4270.118;1.823;1.218;3.511;3.169;10000;10000;0
11.08.2025 16:42:11.211;10000;8;92;2316.836;4316.232;1.843;1.170;3.981;3.836;10000;10000;0
11.08.2025 16:42:11.211;10000;8;93;2223.381;4497.656;1.762;1.172;3.379;3.618;10000;10000;0
11.08.2025 16:42:11.211;10000;8;94;2328.847;4293.971;1.852;1.211;4.164;3.080;10000;10000;0
11.08.2025 16:42:11.211;10000;8;95;2297.750;4352.085;1.826;1.206;4.178;3.094;10000;10000;0
11.08.2025 16:42:11.211;10000;8;96;2397.164;4171.595;1.906;1.229;3.884;3.512;10000;10000;0
11.08.2025 16:42:11.211;10000;8;97;2558.347;3908.774;2.031;1.258;4.015;4.170;10000;10000;0
