zeit;stichprobe_n;threads;durchlauf_nr;dauer_gesamt_ms;durchsatz_pat_pro_s;mittel_ms_pro_patient;median_ms_pro_patient;p95_ms_pro_patient;stdabw_ms_pro_patient;anzahl_angefragt;anzahl_ok;anzahl_fehler
11.08.2025 16:47:20.570;1000;8;20;215.903;4631.716;1.576;1.185;2.679;2.067;1000;1000;0
11.08.2025 16:47:20.570;1000;8;21;313.382;3190.992;2.289;1.282;6.047;4.718;1000;1000;0
11.08.2025 16:47:20.570;1000;8;22;308.075;3245.960;2.405;1.425;4.731;6.220;1000;1000;0
11.08.2025 16:47:20.570;1000;8;23;278.979;3584.498;1.853;1.224;3.423;6.819;1000;1000;0
11.08.2025 16:47:20.570;1000;8;24;249.255;4011.964;1.645;1.088;2.392;7.727;1000;1000;0
11.08.2025 16:47:20.570;1000;8;25;410.522;2435.926;3.075;1.821;8.619;5.611;1000;1000;0
11.08.2025 16:47:20.570;1000;8;26;269.634;3708.731;1.940;1.233;3.712;3.555;1000;1000;0
11.08.2025 16:47:20.570;1000;8;27;286.013;3496.346;1.854;1.260;2.497;7.754;1000;1000;0
11.08.2025 16:47:20.570;1000;8;28;272.548;3669.073;1.947;1.339;2.641;7.205;1000;1000;0
11.08.2025 16:47:20.570;1000;8;29;301.248;3319.524;2.222;1.496;5.284;4.122;1000;1000;0
11.08.2025 16:47:20.570;1000;8;30;262.779;3805.475;1.940;1.267;2.371;6.935;1000;1000;0
11.08.2025 16:47:20.570;1000;8;31;278.966;3584.668;2.174;1.289;4.775;4.524;1000;1000;0
11.08.2025 16:47:20.570;1000;8;32;272.588;3668.544;2.035;1.243;3.273;6.837;1000;1000;0
11.08.2025 16:47:20.570;1000;8;33;221.449;4515.706;1.737;1.236;2.609;6.974;1000;1000;0
11.08.2025 16:47:20.570;1000;8;34;196.699;5083.913;1.522;1.111;2.010;5.260;1000;1000;0
11.08.2025 16:47:20.570;1000;8;35;223.837;4467.543;1.716;1.135;2.348;5.292;1000;1000;0
11.08.2025 16:47:20.570;1000;8;36;338.384;2955.224;2.598;1.492;7.579;5.480;1000;1000;0
11.08.2025 16:47:20.570;1000;8;37;249.333;4010.694;1.679;1.303;3.141;1.723;1000;1000;0
11.08.2025 16:47:20.570;1000;8;38;235.635;4243.846;1.858;1.196;2.163;9.499;1000;1000;0
11.08.2025 16:47:20.570;1000;8;39;235.792;4241.021;1.760;1.141;2.214;5.365;1000;1000;0
11.08.2025 16:47:20.570;1000;8;40;235.505;4246.189;1.755;1.106;2.200;7.767;1000;1000;0
11.08.2025 16:47:20.570;1000;8;41;232.034;4309.715;1.432;1.120;2.322;1.458;1000;1000;0
11.08.2025 16:47:20.570;1000;8;42;299.637;3337.369;2.252;1.439;3.694;6.057;1000;1000;0
11.08.2025 16:47:20.570;1000;8;43;279.166;3582.097;2.125;1.347;3.871;3.997;1000;1000;0
11.08.2025 16:47:20.570;1000;8;44;224.499;4454.357;1.688;1.127;2.149;8.364;1000;1000;0
11.08.2025 16:47:20.570;1000;8;45;241.352;4143.326;1.545;1.161;2.469;3.868;1000;1000;0
11.08.2025 16:47:20.570;1000;8;46;296.870;3368.473;2.287;1.419;5.035;3.771;1000;1000;0
11.08.2025 16:47:20.570;1000;8;47;270.389;3698.374;1.950;1.180;3.636;3.944;1000;1000;0
11.08.2025 16:47:20.570;1000;8;48;205.796;4859.183;1.623;1.146;2.468;3.475;1000;1000;0
11.08.2025 16:47:20.570;1000;8;49;204.147;4898.443;1.587;1.138;2.689;2.648;1000;1000;0
11.08.2025 16:47:20.570;1000;8;50;268.832;3719.797;2.016;1.394;3.574;5.630;1000;1000;0
11.08.2025 16:47:20.570;1000;8;51;266.756;3748.739;1.996;1.331;3.084;7.647;1000;1000;0
11.08.2025 16:47:20.570;1000;8;52;212.396;4708.191;1.670;1.147;2.322;4.626;1000;1000;0
11.08.2025 16:47:20.570;1000;8;53;248.078;4030.987;1.939;1.281;3.481;5.841;1000;1000;0
11.08.2025 16:47:20.570;1000;8;54;270.784;3692.976;2.109;1.348;3.872;5.193;1000;1000;0
11.08.2025 16:47:20.570;1000;8;55;220.483;4535.501;1.667;1.182;2.653;4.955;1000;1000;0
11.08.2025 16:47:20.570;1000;8;56;216.438;4620.269;1.302;1.086;2.068;1.048;1000;1000;0
11.08.2025 16:47:20.570;1000;8;57;276.636;3614.853;2.116;1.223;4.649;4.634;1000;1000;0
11.08.2025 16:47:20.570;1000;8;58;250.576;3990.805;1.956;1.336;3.085;7.645;1000;1000;0
11.08.2025 16:47:20.570;1000;8;59;250.255;3995.927;1.687;1.297;3.187;1.695;1000;1000;0
11.08.2025 16:47:20.570;1000;8;60;220.350;4538.228;1.700;1.171;2.889;6.281;1000;1000;0
11.08.2025 16:47:20.570;1000;8;61;245.937;4066.079;1.807;1.229;2.930;4.016;1000;1000;0
11.08.2025 16:47:20.570;1000;8;62;217.636;4594.828;1.688;1.235;2.781;2.326;1000;1000;0
11.08.2025 16:47:20.570;1000;8;63;210.701;4746.055;1.649;1.121;2.224;5.980;1000;1000;0
11.08.2025 16:47:20.570;1000;8;64;285.715;3499.989;2.205;1.348;4.198;4.942;1000;1000;0
11.08.2025 16:47:20.570;1000;8;65;265.840;3761.661;1.870;1.265;4.721;2.662;1000;1000;0
11.08.2025 16:47:20.570;1000;8;66;245.346;4075.878;1.916;1.274;2.652;9.610;1000;1000;0
11.08.2025 16:47:20.570;1000;8;67;242.056;4131.272;1.685;1.252;2.737;2.249;1000;1000;0
11.08.2025 16:47:20.570;1000;8;68;207.778;4812.836;1.618;1.155;2.855;4.488;1000;1000;0
11.08.2025 16:47:20.570;1000;8;69;212.535;4705.103;1.668;1.129;2.993;2.490;1000;1000;0
11.08.2025 16:47:20.570;1000;8;70;213.863;4675.891;1.669;1.080;2.497;5.828;1000;1000;0
11.08.2025 16:47:20.570;1000;8;71;235.952;4238.159;1.857;1.142;2.833;3.896;1000;1000;0
11.08.2025 16:47:20.570;1000;8;72;357.180;2799.707;2.455;1.445;8.975;4.621;1000;1000;0
11.08.2025 16:47:20.570;1000;8;73;297.360;3362.927;2.296;1.430;4.487;8.769;1000;1000;0
11.08.2025 16:47:20.570;1000;8;74;222.791;4488.522;1.749;1.338;3.227;1.850;1000;1000;0
11.08.2025 16:47:20.570;1000;8;75;245.959;4065.725;1.857;1.236;3.113;7.287;1000;1000;0
11.08.2025 16:47:20.570;1000;8;76;221.533;4514.002;1.508;1.164;2.426;2.116;1000;1000;0
11.08.2025 16:47:20.570;1000;8;77;228.572;4374.991;1.561;1.118;2.583;2.652;1000;1000;0
11.08.2025 16:47:20.570;1000;8;78;240.824;4152.417;1.693;1.153;3.121;2.881;1000;1000;0
11.08.2025 16:47:20.570;1000;8;79;343.640;2910.026;2.622;1.600;5.835;5.052;1000;1000;0
11.08.2025 16:47:20.570;1000;8;80;266.622;3750.634;2.067;1.316;3.807;7.819;1000;1000;0
11.08.2025 16:47:20.570;1000;8;81;221.099;4522.865;1.311;1.126;2.013;0.880;1000;1000;0
11.08.2025 16:47:20.570;1000;8;82;252.774;3956.111;1.988;1.319;4.686;3.551;1000;1000;0
11.08.2025 16:47:20.570;1000;8;83;242.093;4130.646;1.804;1.295;2.796;2.654;1000;1000;0
11.08.2025 16:47:20.570;1000;8;84;252.378;3962.306;1.729;1.160;2.263;8.083;1000;1000;0
11.08.2025 16:47:20.570;1000;8;85;203.872;4905.048;1.327;1.063;2.038;1.718;1000;1000;0
11.08.2025 16:47:20.570;1000;8;86;299.864;3334.844;1.763;1.249;4.188;2.318;1000;1000;0
11.08.2025 16:47:20.570;1000;8;87;279.989;3571.573;1.952;1.324;3.053;3.977;1000;1000;0
11.08.2025 16:47:20.570;1000;8;88;204.510;4889.748;1.438;1.103;2.203;2.547;1000;1000;0
11.08.2025 16:47:20.570;1000;8;89;284.402;3516.152;2.207;1.394;5.443;3.805;1000;1000;0
11.08.2025 16:47:20.570;1000;8;90;264.500;3780.715;1.938;1.192;3.859;4.243;1000;1000;0
11.08.2025 16:47:20.570;1000;8;91;196.551;5087.741;1.336;1.090;2.303;1.635;1000;1000;0
11.08.2025 16:47:20.570;1000;8;92;410.092;2438.480;3.247;1.667;6.456;7.470;1000;1000;0
11.08.2025 16:47:20.570;1000;8;93;396.864;2519.756;2.984;1.962;5.991;5.510;1000;1000;0
11.08.2025 16:47:20.570;1000;8;94;483.955;2066.308;3.713;1.666;6.821;14.184;1000;1000;0
11.08.2025 16:47:20.570;1000;8;95;305.719;3270.982;2.333;1.661;5.222;2.272;1000;1000;0
11.08.2025 16:47:20.570;1000;8;96;780.742;1280.833;6.211;1.923;8.757;37.631;1000;1000;0
11.08.2025 16:47:20.570;1000;8;97;469.831;2128.427;3.722;1.627;10.273;8.814;1000;1000;0
11.08.2025 16:47:20.570;1000;8;98;310.421;3221.434;2.417;1.886;5.163;1.925;1000;1000;0
11.08.2025 16:47:20.570;1000;8;99;275.500;3629.763;2.169;1.362;5.511;2.968;1000;1000;0
